employee_id,project_id,assigned_date,tasks_assigned,tasks_completed,task_quality_score,productivity_score,remarks
NL-431,9,2024-03-01,7,3,3.45,1.48,Performance Improvement Plan
NL-431,9,2024-04-01,6,5,1.4,1.17,Performance Improvement Plan
NL-431,9,2024-05-01,8,5,4.72,2.95,Needs Closer Monitoring
NL-431,9,2024-07-01,9,6,2.91,1.94,Performance Improvement Plan
NL-431,9,2024-08-01,10,5,3.24,1.62,Performance Improvement Plan
NL-431,9,2024-10-01,7,7,4.31,4.31,Outstanding Contributor
NL-431,9,2024-11-01,10,2,4.4,0.88,Critical Underperformance
NL-431,9,2025-01-01,5,5,1.37,1.37,Performance Improvement Plan
NL-433,2,2024-03-01,9,7,3.49,2.71,Needs Closer Monitoring
NL-433,2,2024-04-01,3,3,4.9,4.9,Outstanding Contributor
NL-433,2,2024-05-01,9,7,0.47,0.37,Critical Underperformance
NL-433,2,2024-07-01,9,6,2.17,1.45,Performance Improvement Plan
NL-433,2,2024-08-01,7,7,0.8,0.8,Critical Underperformance
NL-433,2,2024-10-01,9,9,4.97,4.97,Outstanding Contributor
NL-433,2,2024-11-01,3,3,1.1,1.1,Performance Improvement Plan
NL-433,2,2025-01-01,10,5,4.12,2.06,Needs Closer Monitoring
NL-436,23,2024-03-01,8,3,0.28,0.11,Critical Underperformance
NL-436,23,2024-04-01,4,4,0.45,0.45,Critical Underperformance
NL-436,23,2024-05-01,9,9,3.63,3.63,Consistently Effective
NL-436,23,2024-07-01,6,2,4.87,1.62,Performance Improvement Plan
NL-436,23,2024-08-01,10,9,1.91,1.72,Performance Improvement Plan
NL-436,23,2024-10-01,4,2,0.7,0.35,Critical Underperformance
NL-436,23,2024-11-01,7,2,0.44,0.13,Critical Underperformance
NL-436,23,2025-01-01,4,4,3.19,3.19,Consistently Effective
NL-442,23,2024-03-01,10,5,0.94,0.47,Critical Underperformance
NL-442,23,2024-04-01,9,7,4.54,3.53,Consistently Effective
NL-442,23,2024-05-01,4,2,4.31,2.15,Needs Closer Monitoring
NL-442,23,2024-07-01,8,3,3.84,1.44,Performance Improvement Plan
NL-442,23,2024-08-01,9,3,1.12,0.37,Critical Underperformance
NL-442,23,2024-10-01,9,7,4.28,3.33,Consistently Effective
NL-442,23,2024-11-01,8,7,2.52,2.21,Needs Closer Monitoring
NL-442,23,2025-01-01,5,5,0.47,0.47,Critical Underperformance
NL-445,13,2024-03-01,6,2,4.55,1.52,Performance Improvement Plan
NL-445,13,2024-04-01,7,4,4.73,2.7,Needs Closer Monitoring
NL-445,13,2024-05-01,8,2,1.78,0.45,Critical Underperformance
NL-445,13,2024-07-01,7,5,4.2,3.0,Consistently Effective
NL-445,13,2024-08-01,4,4,0.67,0.67,Critical Underperformance
NL-445,13,2024-10-01,8,3,4.43,1.66,Performance Improvement Plan
NL-445,13,2024-11-01,5,3,0.61,0.37,Critical Underperformance
NL-445,13,2025-01-01,10,2,2.13,0.43,Critical Underperformance
NL-446,14,2024-03-01,6,4,1.7,1.13,Performance Improvement Plan
NL-446,14,2024-04-01,3,3,4.64,4.64,Outstanding Contributor
NL-446,14,2024-05-01,10,9,2.05,1.84,Performance Improvement Plan
NL-446,14,2024-07-01,6,4,3.92,2.61,Needs Closer Monitoring
NL-446,14,2024-08-01,5,4,0.62,0.5,Critical Underperformance
NL-446,14,2024-10-01,4,3,0.63,0.47,Critical Underperformance
NL-446,14,2024-11-01,10,9,4.48,4.03,Outstanding Contributor
NL-446,14,2025-01-01,5,2,1.47,0.59,Critical Underperformance
